CITY,COUNTY,Atlas_Total_Disaster_Declarations,POPULATION,Infra_Airports_Total,Infra_Airports_In_Floodplain_2025,Infra_Airports_Pct_2025,Infra_Airports_In_Floodplain_2050,Infra_Airports_Pct_2050,Infra_Hospitals_Total,Infra_Hospitals_In_Floodplain_2025,Infra_Hospitals_Pct_2025,Infra_Hospitals_In_Floodplain_2050,Infra_Hospitals_Pct_2050,Infra_Contaminated_Sites_Total,Infra_Contaminated_Sites_In_Floodplain_2025,Infra_Contaminated_Sites_Pct_2025,Infra_Contaminated_Sites_In_Floodplain_2050,Infra_Contaminated_Sites_Pct_2050,Infra_Libraries_Total,Infra_Libraries_In_Floodplain_2025,Infra_Libraries_Pct_2025,Infra_Libraries_In_Floodplain_2050,Infra_Libraries_Pct_2050,Infra_Parks_Total,Infra_Parks_In_Floodplain_2025,Infra_Parks_Pct_2025,Infra_Parks_In_Floodplain_2050,Infra_Parks_Pct_2050,Infra_Power_Plants_Total,Infra_Power_Plants_In_Floodplain_2025,Infra_Power_Plants_Pct_2025,Infra_Power_Plants_In_Floodplain_2050,Infra_Power_Plants_Pct_2050,Infra_Schools_Total,Infra_Schools_In_Floodplain_2025,Infra_Schools_Pct_2025,Infra_Schools_In_Floodplain_2050,Infra_Schools_Pct_2050,Infra_Hazardous_Waste_Total,Infra_Hazardous_Waste_In_Floodplain_2025,Infra_Hazardous_Waste_Pct_2025,Infra_Hazardous_Waste_In_Floodplain_2050,Infra_Hazardous_Waste_Pct_2050,Infra_Landfills_Total,Infra_Landfills_In_Floodplain_2025,Infra_Landfills_Pct_2025,Infra_Landfills_In_Floodplain_2050,Infra_Landfills_Pct_2050,Infra_Superfund_Sites_Total,Infra_Superfund_Sites_In_Floodplain_2025,Infra_Superfund_Sites_Pct_2025,Infra_Superfund_Sites_In_Floodplain_2050,Infra_Superfund_Sites_Pct_2050,Infra_Wastewater_Treatment_Total,Infra_Wastewater_Treatment_In_Floodplain_2025,Infra_Wastewater_Treatment_Pct_2025,Infra_Wastewater_Treatment_In_Floodplain_2050,Infra_Wastewater_Treatment_Pct_2050,Infra_Police_Stations_Total,Infra_Police_Stations_In_Floodplain_2025,Infra_Police_Stations_Pct_2025,Infra_Police_Stations_In_Floodplain_2050,Infra_Police_Stations_Pct_2050,Infra_Fire_Departments_Total,Infra_Fire_Departments_In_Floodplain_2025,Infra_Fire_Departments_Pct_2025,Infra_Fire_Departments_In_Floodplain_2050,Infra_Fire_Departments_Pct_2050,County_FEMA_Total,County_FEMA_Per_Capita,County_SVI_2022,blueacres,OUTREACH_TIER,PRIORITY_RANK,Fact1,Fact2,Fact3
Englishtown Borough,Monmouth,6,"2,343",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,1,100.00%,1,100.00%,327555966,509,0.21,,B_UNDER_RADAR,203,"<strong>3 assets (50%)</strong> sit in flood zones today. That rises to 5 (83.3%), <strong>83.3% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",Englishtown Borough's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.,
Essex Fells Borough,Essex,8,"2,220",0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,12,2,16.67%,2,16.67%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,89468673,105,0.94,,C_LOWER_URGENCY,455,"<strong>2 assets (13.3%)</strong> already sit in flood zones, a level that holds through 2050.",,
Estell Manor City,Atlantic,8,"1,699",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,50974342,186,0.85,,C_LOWER_URGENCY,471,"<strong>1 assets (20%)</strong> already sit in flood zones, a level that holds through 2050.",,
Evesham Township,Burlington,8,"49,050",0,,0.00%,,0.00%,3,,0.00%,,0.00%,10,,0.00%,1,10.00%,1,,0.00%,,0.00%,2,,0.00%,1,50.00%,1,,0.00%,,0.00%,16,,0.00%,2,12.50%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,1,50.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,394,"No public assets sit in flood zones today, but <strong>5 (11.9%) become exposed by 2050</strong>.",,
Ewing Township,Mercer,6,"35,858",1,,0.00%,,0.00%,0,,0.00%,,0.00%,51,13,25.49%,15,29.41%,3,1,33.33%,1,33.33%,6,2,33.33%,2,33.33%,2,,0.00%,1,50.00%,13,1,7.69%,2,15.38%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,4,,0.00%,,0.00%,32332311,84,0.74,,C_LOWER_URGENCY,295,"<strong>17 assets (19.3%)</strong> sit in flood zones today. That rises to 21 (23.9%), <strong>adding 4 facilities by 2050</strong>.",,
Fair Haven Borough,Monmouth,6,"6,114",0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,7,1,14.29%,4,57.14%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,327555966,509,0.21,,B_UNDER_RADAR,238,"<strong>1 assets (7.7%)</strong> sit in flood zones today. That rises to 4 (30.8%), <strong>more than doubling exposure and adding 3 facilities by 2050</strong>.",,
Fair Lawn Borough,Bergen,8,"36,489",0,,0.00%,,0.00%,0,,0.00%,,0.00%,23,3,13.04%,7,30.43%,1,,0.00%,,0.00%,10,5,50.00%,5,50.00%,0,,0.00%,,0.00%,11,1,9.09%,1,9.09%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,1,25.00%,2,50.00%,386547358,406,0.44,,C_LOWER_URGENCY,311,"<strong>10 assets (19.6%)</strong> sit in flood zones today. That rises to 15 (29.4%), <strong>adding 5 facilities by 2050</strong>.",,
Fairfield Township,Cumberland,8,"5,395",1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,38255115,249,0.98,,B_UNDER_RADAR,21,"<strong>2 assets (12.5%)</strong> already sit in flood zones, a level that holds through 2050.",Fairfield Township's <strong>only airport</strong> is already in a flood zone today and remains at risk through 2050.,
Fairfield Township,Essex,8,"8,204",1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,33,22,66.67%,32,96.97%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,4,3,75.00%,3,75.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,2,100.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,2,2,100.00%,2,100.00%,89468673,105,0.94,,B_UNDER_RADAR,21,"<strong>31 assets (68.9%)</strong> sit in flood zones today. That rises to 43 (95.6%), <strong>95.6% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",Fairfield Township's <strong>only airport</strong> is already in a flood zone today and remains at risk through 2050.,
Fairview Borough,Bergen,8,"15,606",0,,0.00%,,0.00%,0,,0.00%,,0.00%,14,2,14.29%,3,21.43%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,386547358,406,0.44,,C_LOWER_URGENCY,419,"<strong>2 assets (7.4%)</strong> sit in flood zones today. That rises to 4 (14.8%), <strong>more than doubling exposure and adding 2 facilities by 2050</strong>.",Fairview Borough's <strong>only solid & hazardous waste site</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Fanwood Borough,Union,6,"7,968",0,,0.00%,,0.00%,0,,0.00%,,0.00%,11,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,91288452,160,0.81,,C_LOWER_URGENCY,519,,,
Far Hills Borough,Somerset,7,935,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,6,6,100.00%,6,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,,0.00%,75802442,220,0.19,,B_UNDER_RADAR,184,"<strong>6 assets (60%)</strong> sit in flood zones today. That rises to 7 (70%), <strong>70% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",,
Farmingdale Borough,Monmouth,6,"1,495",0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,327555966,509,0.21,,C_LOWER_URGENCY,520,,,
Fieldsboro Borough,Burlington,8,547,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,521,,,
Flemington Borough,Hunterdon,6,"4,905",0,,0.00%,,0.00%,0,,0.00%,,0.00%,15,2,13.33%,4,26.67%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,2,50.00%,1,,0.00%,,0.00%,27296680,211,0.04,,C_LOWER_URGENCY,369,"<strong>2 assets (8%)</strong> sit in flood zones today. That rises to 6 (24%), <strong>more than doubling exposure and adding 4 facilities by 2050</strong>.",,
Florence Township,Burlington,8,"13,247",0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,1,,0.00%,,0.00%,6,2,33.33%,2,33.33%,3,,0.00%,2,66.67%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,386,"<strong>3 assets (12%)</strong> sit in flood zones today. That rises to 5 (20%), <strong>adding 2 facilities by 2050</strong>.",Florence Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Florham Park Borough,Morris,9,"14,533",0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,1,20.00%,1,20.00%,1,,0.00%,,0.00%,4,2,50.00%,2,50.00%,1,,0.00%,,0.00%,8,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,83623155,164,0.17,,C_LOWER_URGENCY,417,"<strong>4 assets (17.4%)</strong> already sit in flood zones, a level that holds through 2050.",Florham Park Borough's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Folsom Borough,Atlantic,8,"1,840",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,1,33.33%,1,33.33%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,50974342,186,0.85,,B_UNDER_RADAR,271,"<strong>2 assets (33.3%)</strong> already sit in flood zones, a level that holds through 2050.",,
Fort Lee Borough,Bergen,8,"40,566",0,,0.00%,,0.00%,0,,0.00%,,0.00%,26,,0.00%,,0.00%,1,,0.00%,,0.00%,10,1,10.00%,1,10.00%,0,,0.00%,,0.00%,8,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,4,,0.00%,,0.00%,386547358,406,0.44,,C_LOWER_URGENCY,506,"<strong>1 assets (2%)</strong> already sit in flood zones, a level that holds through 2050.",,
Frankford Township,Sussex,7,"5,349",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,1,16.67%,2,33.33%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,13164892,91,0.05,,B_UNDER_RADAR,217,"<strong>4 assets (26.7%)</strong> sit in flood zones today. That rises to 5 (33.3%), <strong>adding 1 facilities by 2050</strong>.",Frankford Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Franklin Borough,Sussex,7,"5,059",0,,0.00%,,0.00%,0,,0.00%,,0.00%,7,1,14.29%,1,14.29%,1,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,13164892,91,0.05,,C_LOWER_URGENCY,458,"<strong>2 assets (12.5%)</strong> already sit in flood zones, a level that holds through 2050.",,
Franklin Lakes Borough,Bergen,8,"11,251",0,,0.00%,,0.00%,0,,0.00%,,0.00%,9,,0.00%,,0.00%,1,,0.00%,,0.00%,5,3,60.00%,3,60.00%,0,,0.00%,,0.00%,8,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,1,50.00%,386547358,406,0.44,,C_LOWER_URGENCY,420,"<strong>3 assets (11.1%)</strong> sit in flood zones today. That rises to 4 (14.8%), <strong>adding 1 facilities by 2050</strong>.",,
Franklin Township,Gloucester,7,"16,691",1,,0.00%,,0.00%,0,,0.00%,,0.00%,17,,0.00%,2,11.76%,1,,0.00%,1,100.00%,2,2,100.00%,2,100.00%,1,,0.00%,,0.00%,6,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,5,,0.00%,,0.00%,15892563,53,0.22,,C_LOWER_URGENCY,286,"<strong>2 assets (5.1%)</strong> sit in flood zones today. That rises to 6 (15.4%), <strong>more than doubling exposure and adding 4 facilities by 2050</strong>.",,
Franklin Township,Hunterdon,6,"3,307",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,27296680,211,0.04,,C_LOWER_URGENCY,286,"<strong>4 assets (36.4%)</strong> already sit in flood zones, a level that holds through 2050.",Franklin Township's <strong>only Superfund site</strong> is already in a flood zone today and remains at risk through 2050.,Franklin Township's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.
Franklin Township,Somerset,7,"69,862",0,,0.00%,,0.00%,0,,0.00%,,0.00%,24,3,12.50%,3,12.50%,3,,0.00%,,0.00%,32,8,25.00%,11,34.38%,7,,0.00%,,0.00%,23,,0.00%,1,4.35%,2,,0.00%,1,50.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,9,1,11.11%,3,33.33%,75802442,220,0.19,,C_LOWER_URGENCY,286,"<strong>12 assets (11.5%)</strong> sit in flood zones today. That rises to 19 (18.3%), <strong>adding 7 facilities by 2050</strong>.",,
Franklin Township,Warren,8,"3,021",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,,0.00%,1,16.67%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,1,33.33%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,3,1,33.33%,2,66.67%,17216149,157,0.25,,C_LOWER_URGENCY,286,"<strong>1 assets (6.7%)</strong> sit in flood zones today. That rises to 4 (26.7%), <strong>more than doubling exposure and adding 3 facilities by 2050</strong>.",,
Fredon Township,Sussex,7,"3,316",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,13164892,91,0.05,,C_LOWER_URGENCY,522,,,
Freehold Borough,Monmouth,6,"12,530",0,,0.00%,,0.00%,0,,0.00%,,0.00%,19,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,1,33.33%,1,,0.00%,,0.00%,6,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,327555966,509,0.21,,C_LOWER_URGENCY,504,"No public assets sit in flood zones today, but <strong>1 (3%) become exposed by 2050</strong>.",,
Freehold Township,Monmouth,6,"35,800",1,,0.00%,,0.00%,1,,0.00%,,0.00%,28,,0.00%,1,3.57%,0,,0.00%,,0.00%,13,6,46.15%,10,76.92%,3,,0.00%,,0.00%,13,,0.00%,1,7.69%,2,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,4,,0.00%,,0.00%,327555966,509,0.21,,C_LOWER_URGENCY,329,"<strong>6 assets (8.5%)</strong> sit in flood zones today. That rises to 12 (16.9%), <strong>more than doubling exposure and adding 6 facilities by 2050</strong>.",,
Frelinghuysen Township,Warren,8,"2,242",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,17216149,157,0.25,,C_LOWER_URGENCY,523,,,
Frenchtown Borough,Hunterdon,6,"1,495",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,1,100.00%,3,3,100.00%,3,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,1,100.00%,1,,0.00%,1,100.00%,27296680,211,0.04,,B_UNDER_RADAR,163,"<strong>5 assets (50%)</strong> sit in flood zones today. That rises to 8 (80%), <strong>80% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",Frenchtown Borough's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Galloway Township,Atlantic,8,"38,347",0,,0.00%,,0.00%,2,,0.00%,,0.00%,14,,0.00%,,0.00%,2,,0.00%,,0.00%,6,,0.00%,,0.00%,3,,0.00%,,0.00%,15,,0.00%,1,6.67%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,6,,0.00%,,0.00%,50974342,186,0.85,,C_LOWER_URGENCY,508,"No public assets sit in flood zones today, but <strong>1 (1.8%) become exposed by 2050</strong>.",,
Garfield City,Bergen,8,"33,530",0,,0.00%,,0.00%,1,,0.00%,1,100.00%,24,7,29.17%,10,41.67%,1,,0.00%,1,100.00%,10,,0.00%,5,50.00%,1,,0.00%,,0.00%,15,,0.00%,1,6.67%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,5,,0.00%,,0.00%,386547358,406,0.44,,B_UNDER_RADAR,59,"<strong>7 assets (11.7%)</strong> sit in flood zones today. That rises to 20 (33.3%), <strong>more than doubling exposure and adding 13 facilities by 2050</strong>.",Garfield City's <strong>only hospital</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,Garfield City's <strong>only Superfund site</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.
Garwood Borough,Union,6,"5,346",0,,0.00%,,0.00%,0,,0.00%,,0.00%,12,1,8.33%,4,33.33%,1,,0.00%,,0.00%,4,1,25.00%,1,25.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,1,100.00%,91288452,160,0.81,,B_UNDER_RADAR,177,"<strong>3 assets (14.3%)</strong> sit in flood zones today. That rises to 8 (38.1%), <strong>more than doubling exposure and adding 5 facilities by 2050</strong>.",,
Gibbsboro Borough,Camden,5,"2,264",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,2,66.67%,3,100.00%,1,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,1,33.33%,3,100.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,1,100.00%,10643598,20,0.78,,B_UNDER_RADAR,151,"<strong>4 assets (33.3%)</strong> sit in flood zones today. That rises to 9 (75%), <strong>more than doubling exposure and putting 75% of the city's public assets at risk by 2050</strong>.",,
Glassboro Borough,Gloucester,7,"24,322",0,,0.00%,,0.00%,1,,0.00%,,0.00%,18,,0.00%,,0.00%,1,,0.00%,,0.00%,5,,0.00%,1,20.00%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,15892563,53,0.22,,C_LOWER_URGENCY,505,"No public assets sit in flood zones today, but <strong>1 (2.9%) become exposed by 2050</strong>.",,
Glen Gardner Borough,Hunterdon,6,"1,691",0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,27296680,211,0.04,,B_UNDER_RADAR,264,"<strong>1 assets (50%)</strong> sit in flood zones today. That rises to 2 (100%), <strong>100% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",,
Glen Ridge Borough,Essex,8,"8,204",0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,8,2,25.00%,3,37.50%,0,,0.00%,,0.00%,5,,0.00%,1,20.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,89468673,105,0.94,,C_LOWER_URGENCY,401,"<strong>2 assets (12.5%)</strong> sit in flood zones today. That rises to 4 (25%), <strong>more than doubling exposure and adding 2 facilities by 2050</strong>.",,
Glen Rock Borough,Bergen,8,"12,346",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,1,16.67%,2,33.33%,1,,0.00%,,0.00%,9,4,44.44%,4,44.44%,0,,0.00%,,0.00%,8,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,386547358,406,0.44,,C_LOWER_URGENCY,370,"<strong>5 assets (19.2%)</strong> sit in flood zones today. That rises to 6 (23.1%), <strong>adding 1 facilities by 2050</strong>.",,
Gloucester City,Camden,5,"11,618",0,,0.00%,,0.00%,0,,0.00%,,0.00%,15,11,73.33%,13,86.67%,1,,0.00%,,0.00%,9,7,77.78%,8,88.89%,2,1,50.00%,1,50.00%,4,,0.00%,1,25.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,1,100.00%,10643598,20,0.78,,B_UNDER_RADAR,36,"<strong>21 assets (60%)</strong> sit in flood zones today. That rises to 27 (77.1%), <strong>77.1% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",Gloucester City's <strong>only solid & hazardous waste site</strong> is already in a flood zone today and remains at risk through 2050.,Gloucester City's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.
Gloucester Township,Camden,5,"66,896",0,,0.00%,,0.00%,1,,0.00%,,0.00%,22,1,4.55%,2,9.09%,1,,0.00%,,0.00%,10,4,40.00%,5,50.00%,2,,0.00%,,0.00%,20,,0.00%,1,5.00%,2,,0.00%,,0.00%,3,1,33.33%,1,33.33%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,7,,0.00%,,0.00%,10643598,20,0.78,,C_LOWER_URGENCY,349,"<strong>6 assets (8.6%)</strong> sit in flood zones today. That rises to 9 (12.9%), <strong>adding 3 facilities by 2050</strong>.",,
